ardf_num,mrds_num,site,location,quad_250,quad_63360,comm_main,comm_other,ore,gangue,site_type,status,production,dep_model,model_code,alteration,geol_desc,work_expl,comments,expand_ref,rept_names,rept_date,age,rept_aff,prod_notes,reserves,prime_ref,latitude,longitude,datum,source_datum
NM076,10307938,Unnamed (near head of Rocky Mountain Creek),"The prospect is at the head of Rocky Mountain Creek, an east tributary to upper Nome River, at an elevation of about 1,000 feet.  The prospect is locality 34 of Hummel (1962 [MF 248]) and is located within about 1,000 feet of the coordinates.",NM,D-1,Au (?),,"Arsenopyrite, pyrite, pyrrhotite (?)",,Prospect,Probably inactive,Undetermined.,Vein-type occurrence of pyrite and arsenopyrite in schist (?).,,,"Hummel (1962 [MF 248]) identified this locality as an iron sulfide occurrence and part of a group of prospects that contained pyrite, arsenopyrite, and at some of the prospects, pyrrhotite. The sulfides may be disseminated or in veins.  The prospect is ne",A surface pit or trench may be present.,,"Hummel, C.L., 1962, Preliminary geologic map of the Nome D-1 quadrangle, Seward Peninsula, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-248, 1 sheet, scale 1:63,360.",C.C. Hawley and Travis L. Hudson,10/22/1999,Probably mid-Cretaceous or younger if in cross-cutting veins.,"Hawley Resource Group, Inc.",,,"Hummel, 1962 (MF 248)",64.78505,-165.173371,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM077,A012816,Thompson,"The Thompson prospect is near the nead of Rocky Mountain Creek, an east tributary to upper Nome River, at an elevation of about 1,400 feet.  It is locality 19 of Hummel (1962 [MF 248]) and locality 37 of Hummel (1975) and included in locality 32 of  Cobb",NM,D-1,"Sb, Zn",,"Sphalerite (?), stibnite (?)",,Prospect,Inactive,No,Vein (?) occurrence of antimony and zinc minerals in calcarous metasedimentary rocks.,,,"The Thompson prospect is a vein or fault-controlled occurrence containing zinc and antimony minerals (Hummel, 1975) that are assumed to be sphalerite and stibnite. The prospect is near or at the upper contact of calcareous schist with a marble layer; the",Probably discovered in the World War II era during the search for strategic metals.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-463, 2 sheets, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than mineral",C.C. Hawley and Travis L. Hudson,10/22/1999,Probably mid-Cretaceous or younger if a vein occurrence.,"Hawley Resource Group, Inc.",,,"Hummel, 1962 (MF 248)",64.78235,-165.172171,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM078,,Spring,"The Spring antimony occurrence is in upper Rocky Mountain Creek, an east tributary to upper Nome River, at an elevation of 1,150 feet.  It is locality 17 of Hummel (1962 [MF 248]) and included in locality 32 of Cobb (1972 [MF 463], 1978 [OFR 78-93]).  The",NM,D-1,Sb,Au (?),Stibnite (?),Quartz (?),Occurrence,Probably inactive,None,Antimony-bearing vein (?) in metasedimentary rocks.,,,"Hummel (1962 [MF 248]) identified the Spring prospect as an antimony occurrence.  The ore mineral is assumed to be stibnite, possibly with quartz and some gold values, that occurs in veins that cross-cut the  metasedimentary rocks.  The prospect is in,or",A surface pit or trench may be present.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-463, 2 sheets, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than mineral",C.C. Hawley and Travis L. Hudson,10/22/1999,Probably mid-Cretaceous or younger if a vein occurrence.,"Hawley Resource Group, Inc.",,,"Hummel, 1962 (MF 248)",64.78325,-165.179771,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM079,10307939,Unnamed (on hill 1231),"This occurrence is on the west side of hill 1231 at an elevation of about 1,300 feet; it is on the east side of the upper Nome River valley between Christian and Rocky Mountain Creeks.  It is locality 23 of Hummel (1962 [MF 248]).",NM,D-1,W,,Scheelite,Quartz (?),Occurrence,Probably inactive,None,Scheelite-bearing quartz vein (?) in metasedimentary rocks.,,,"Hummel (1962 [MF 248]) identified this locality as a tungsten occurrence.  The ore mineral is assumed to be scheelite, probably with quartz, in veins that cross-cut the metasedimentary rocks.  It is one of several scheelite occurrences in the Christian Cr",A surface pit or trench may be present.,,"Hummel, C.L., 1962, Preliminary geologic map of the Nome D-1 quadrangle, Seward Peninsula, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-248, 1 sheet, scale 1:63,360.",C.C. Hawley and Travis L. Hudson,10/22/1999,Probably mid-Cretaceous or younger if a vein occurrence.,"Hawley Resource Group, Inc.",,,"Hummel, 1962 (MF 248)",64.783649,-165.192971,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM080,A012814,Lindfors,"The Lindfors prospect is in Rocky Mountain Creek, an east tributary to upper Nome River, at an elevation of about 650 feet.  It is locality 9 of Hummel (1962 [MF 248]) and included in locality 32 of Cobb (1972 [MF 463], 1978 [OFR 78-93]).  The prospect is",NM,D-1,Sb,Au (?),Stibnite (?),Quartz (?),Prospect,Inactive,None,Antimony-bearing vein (?) in metasedimentary rocks.,,,"Hummel (1962 [MF 248]) identified the Lindfors prospect as an antimony occurrence.  The ore mineral is assumed to be stibnite, possibly with quartz and some gold values, in veins that cross-cut metasedimentary rocks.  The prospect is in calcareous schist",The Rocky Mountain Creek area was prospected for scheelite and other strategic minerals during World War II.  Various prospects along the creek were described by Coats (1944) and by Anderson (1947).  Some exploration pits or trenches are probably present.,,"Anderson, Eskil, 1947, Mineral occurrences other than gold deposits in northwestern Alaska: Alaska Territorial Division of Mines Pamphlet 5-R, 48 p.|Coats, R.R., 1944, Lode scheelite occurrences of the Nome area:  U.S. Geological Survey Open-File Report 1",C.C. Hawley and Travis L. Hudson,10/22/1999,Probably mid-Cretaceous or younger if a vein occurrence.,"Hawley Resource Group, Inc.",,,"Hummel, 1962 (MF 248)",64.77885,-165.185771,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM081,D002569,Nelson Gulch,"Nelson Gulch is an unnamed small, west-flowing drainage about one-half mile south of Rocky Mountain Creek.  The scheelite occurrence is at an elevation of about 1,450 feet in Nelson Gulch and about 1.4 miles due east of the mouth of Rocky Mountain Creek.",NM,D-1,"Au, W",,"Gold, scheelite","Albite, quartz",Occurrence,Inactive,No,"Low-sulfide, scheelite-bearing quartz vein with some gold.",,,"The Nelson Gulch prospect is a scheelite-bearing quartz vein or veins.  On the basis of the size of abundant float in the area, the scheelite-bearing vein is as much as 1.5 feet wide (Coats, 1944, p. 4-6).  Albite and some gold also occur with the scheeli","The area was explored for scheelite and other strategic minerals during World War II.  The lodes were apparently not mined, but attempts were made to recover scheelite from the placers in this area.",,"Coats, R.R., 1944, Lode scheelite occurrences of the Nome area:  U.S. Geological Survey Open-File Report 17, 6 p.|Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-4",C.C. Hawley and Travis L. Hudson,10/22/1999,Probably mid-Cretaceous or younger; post-dates regional metamorphism.,"Hawley Resource Group, Inc.",,,"Coats, 1944",64.768149,-165.17587,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM082,D002571; A012914; A012813,Rocky Mountain Creek,"Rocky Mountain Creek is an east tributary to upper Nome River.  It is about 2 miles south of Christian Creek (NM073).  Tailings extend about one-half mile along Rocky Mountain Creek, beginning just east of the Nome-Taylor road.  The location is accurate;",NM,D-1,"Au, Sn, W",,"Cassiterite, gold, scheelite",,Mine,Inactive,Yes; small,"Placer Au (Cox and Singer, 1986; model 39a).",39a,,"The lower part of Rocky Mountain Creek was placer mined for gold, probably after WW II.  The area was actively prospected for tungsten and other strategic metals during World War II (Coats, 1944), and native gold and small amounts of cassiterite were pres",Rocky Mountain Creek was worked as a placer mine on a small scale relatively late in the history of the district.  It is not mentioned as a placer prospect in reports earlier than World War II.,,"Anderson, Eskil, 1947, Mineral occurrences other than gold deposits in northwestern Alaska: Alaska Territorial Division of Mines Pamphlet 5-R, 48 p.|Coats, R.R., 1944, Lode scheelite occurrences of the Nome area:  U.S. Geological Survey Open-File Report 1",C.C. Hawley and Travis L. Hudson,10/22/1999,Holocene.,"Hawley Resource Group, Inc.",,,"Coats, 1944",64.769449,-165.20647,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM083,A012915; D002570,Nelson Gulch,"Nelson Gulch is the unnamed creek about a half mile south of Rocky Mountain Creek (NM082) near the center of section 29, T. 8 S., R. 32 W., Kateel River Meridian.  It is an east tributary to upper Nome River.  It is locality 108 of Cobb (1972 [MF 463], 19",NM,D-1,"Au, W",,"Gold, scheelite",,Mine,Inactive,Yes; small,"Placer Au (Cox and Singer, 1986; model 39a).",39a,,"Nelson Gulch was placer mined during and possibly after WW II; both gold and scheelite were recovered.  An attempt to mine the gulch for scheelite during World War II was reportedly unsuccessful, but Coats (1944) thought that the area between Nelson Gulch",The gulch was explored and mined on a small scale during World War II and possibly after.,,"Coats, R.R., 1944, Lode scheelite occurrences of the Nome area:  U.S. Geological Survey Open-File Report 17, 6 p.|Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-4",C.C. Hawley and Travis L. Hudson,10/22/1999,Holocene.,"Hawley Resource Group, Inc.",,,"Coats, 1944",64.763249,-165.202769,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM084,A012918,Hobson Creek,Hobson Creek is a west tributary to Nome River that enters Nome River about 1 mile above Willow Creek.  It joins Manila Creek at the Miocene Ditch crossing in the Nome C-1 quadrangle and is auriferous from about the Miocene Ditch upstream for more than a,NM,D-1,Au,,Gold,,Mine,Inactive,Yes; small,"Placer Au (Cox and Singer, 1986; model 39a).",39a,,"Hobson Creek  was prospected in 1900 but little gold was produced by 1908 (Collier and others, 1908, p. 181). The creek was subsequently mined by dredging from at least 1913 to 1916.  The fault that hosts the Breen antimony-gold prospect (NM085) likely cr","Small-scale mechanical placer mining for gold took place after 1908.  In 1913, a 2.5-cubic-foot dredge was moved onto the creek by Arctic Gold Dredging Company.  The creek was considered to be rather steep for dredging (Chapin, 1914, p. 387, 390).  The dr","Fairly extensive placer mining on Hobson Creek suggests that the headwaters may contain undiscovered lode gold deposits, possibly continuations of the Breen East lodes (NM085).","Chapin, Theodore, 1914, Placer mining on Seward Peninsula:  U.S. Geological Survey Bulletin 592-L, p. 385-395.|Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-463,",C.C. Hawley and Travis L. Hudson,10/22/1999,Quaternary.,"Hawley Resource Group, Inc.",The creek was productive at least from 1913 to 1916.,,"Cobb, 1978 (OFR 78-93)",64.749147,-165.281369,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM085,10307940,Breen East (Hobson),"The Breen East prospect includes two patented claims, Hobson Gold Lode and the adjacent Great American Lode.  These are in the south-central part of section 26, T. 8 S., R. 33 W., Kateel River Meridian. The claims are on the top of the ridge that separate",NM,D-1,Au (?),Sb (?),"Arsenopyrite (?), gold, pyrite, pyrrhotite (?), stibnite (?)",Quartz (?),Prospect,Active?,None,Sulfide-bearing quartz veins (?) in metasedimentary rocks.,,,"The Breen East prospect includes two claims patented in 1924, the Hobson Gold Lode and the adjacent Great American Lode.  Hummel reported this to be an iron sulfide occurrence that may include arsenopyrite, pyrite, and, in some cases, pyrrhotite. The clai","Workings at the time of the patent application included six shafts, six surface cuts, and two discovery locations.  The two claims were patented in 1924; there has been no recent exploration.",,"Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-463, 2 sheets, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than mineral",C.C. Hawley and Travis L. Hudson,10/22/1999,,"Hawley Resource Group, Inc.",,,"Hummel, 1962 (MF 248)",64.765047,-165.298671,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM086,A012805; AO12806,Sliscovich,"The Sliscovich claims extend north-northeast for about 1.5 miles from the gentle ridge between Cold and Manila Creeks into the head of Manila Creek.  From southwest to northeast the claims are the Greater Alaska, My Best Lode, Sliscovich Discovery, Nasrad",NM,D-1,"Au, Sb","Ag, As","Arsenopyrite, gold, pyrite, stibnite","Albite, ankerite, quartz",Mine,Active?,Yes; small,"Simple Sb deposits and low sulfide, Au-quartz vein? (Cox and Singer, 1986; models 27a and 36a).","27d?, 36a?","Chapin (1914, p. 404) reported that the footwall was strongly bleached for about 15 inches and converted to quartz and sericite with fine-grained white pyrite (arsenopyrite?).  The hanging wall was silicified.  D. Simpson (Bear Creek Mining Company, writt","At least two distinctive types of mineral deposits occur on the Sliscovich claim block.  A vein, probably continuous with mineralization at the Breen East prospect (NM085), strikes about east-west and appears to trend onto the southwest part of the My Bes","The claims of the Sliscovich group were located between June 20, 1907, and January 1, 1917, and were patented to James F. Halpin in 1924.  According to Chapin (1914, p. 403-404), at least one claim was located as early as 1905.  The Sliscovich Discovery c",,"Amato, J.M., and Wright, J.E., 1997, Potassic mafic magmatism in the Kigluaik gneiss dome, northern Alaska--A geochemical study of arc magmatism in an extensional tectonic setting: Journal of Geophysical Research, v. B102, no. 4, p. 8065-8084.|Amato, J.M.",C.C. Hawley and Travis L. Hudson,10/22/1999,Mid-Cretaceous?; controlled by structures that post-date regional metamorphism; may be same age as some lode gold deposits of Seward Peninsula.,"Hawley Resource Group, Inc.","A small ore shipment reported by Chapin (1914) contained about 35 percent antimony; gold and silver were present, but their values were not reported.  An 88-ton ore shipment in 1915 returned most of its value in gold (Mertie, 1918 [B 662-I, p. 425-449]).",,"Chapin, 1914",64.759447,-165.31467,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
